month,year,Day/Month/Year,overall_change_avg,positive_change_avg,negative_change_avg,overall_change_std,positive_change_std,negative_change_std
May,2008,1/5/2008,0.928571428571,0.681818181818,0.55,1.81124604759,1.51916136064,0.668954408013
March,2003,1/3/2003,1.19047619048,0.727272727273,0.838709677419,2.62984786124,1.69263515682,2.1567115678
April,2013,1/4/2013,0.942857142857,0.642857142857,0.652173913043,1.19386185233,0.934049773616,0.758069381485
September,2016,1/9/2016,1.14634146341,0.774193548387,0.741935483871,2.91807634272,1.9790789226,1.77741642761
January,2006,1/1/2006,1.22916666667,0.777777777778,0.794871794872,1.96043769914,1.33564614224,1.39925781022
June,2008,1/6/2008,0.84,0.611111111111,0.555555555556,1.18928549979,1.00768650818,0.684934889219
August,2009,1/8/2009,1.08823529412,0.730769230769,0.857142857143,1.72127939864,0.982840949168,1.85897345676
October,2012,1/10/2012,1.05128205128,0.714285714286,0.727272727273,1.85290787335,1.321718115,1.17480436212
July,2001,1/7/2001,0.891891891892,0.68,0.64,1.60714256728,1.34818396371,1.01508620324
August,2006,1/8/2006,1.03571428571,0.736842105263,0.625,1.23872465686,1.06830437527,0.753464221668
October,2001,1/10/2001,1.11111111111,0.685714285714,0.764705882353,2.22333305569,1.30430996692,2.00086486491
February,2010,1/2/2010,1.275,0.8125,0.757575757576,2.16780418857,1.58976216775,1.01594270389
December,2010,1/12/2010,0.941176470588,0.76,0.684210526316,1.25887850347,1.20929731663,0.976170367947
November,2005,1/11/2005,1.06451612903,0.72,0.714285714286,1.58491851568,0.96,1.38505138783
September,2007,1/9/2007,0.807692307692,0.65,0.571428571429,1.03846153846,0.852936105462,0.622699849077
May,2005,1/5/2005,1.17777777778,0.722222222222,0.794117647059,1.76747011779,1.01683362321,1.25509342902
January,2012,1/1/2012,1.13043478261,0.777777777778,0.705882352941,2.01741004489,1.39664501,1.15119916416
March,2000,1/3/2000,1.18867924528,0.756756756757,0.853658536585,2.37166133773,1.86584384801,1.78832222242
June,2002,1/6/2002,1.17073170732,0.821428571429,0.833333333333,1.98657001896,1.55961468292,1.26710518725
April,2008,1/4/2008,1.0,0.739130434783,0.6,1.45773797371,1.15032665698,0.894427191
January,2001,1/1/2001,1.4,1.0,0.833333333333,3.08427094671,2.51661147842,1.85056833827
June,2013,1/6/2013,1.02702702703,0.838709677419,0.6,1.73183992904,1.58819788711,0.8
August,2012,1/8/2012,1.18604651163,0.805555555556,0.6875,1.76866542715,1.19767006318,0.982264602844
October,2011,1/10/2011,1.11764705882,0.692307692308,0.952380952381,2.23297092895,1.13575562002,2.14866936622
July,2002,1/7/2002,1.0,0.692307692308,0.740740740741,1.52177182051,1.06587742004,1.17355403835
February,2000,1/2/2000,1.30909090909,0.90243902439,0.833333333333,2.6620069481,2.52600984924,1.55711373207
January,2016,1/1/2016,1.40677966102,0.787234042553,0.92,3.34014433905,2.09290768125,2.51268780393
November,2011,1/11/2011,1.2,0.75,0.807692307692,1.95375097112,1.24283661724,1.44166652415
February,2015,1/2/2015,1.13043478261,0.764705882353,0.742857142857,2.3829894967,1.7159943701,1.33829010613
December,2005,1/12/2005,1.05,0.689655172414,0.733333333333,1.65755844543,0.986231010074,1.26315302143
November,2006,1/11/2006,0.862068965517,0.608695652174,0.611111111111,1.1955128154,0.966352642213,0.825892708184
May,2015,1/5/2015,1.26785714286,0.833333333333,0.861111111111,2.88153649136,1.6996731712,2.23796506995
September,2004,1/9/2004,0.878787878788,0.620689655172,0.611111111111,1.60977272549,0.997022916883,0.890623307882
March,2010,1/3/2010,1.03125,0.818181818182,0.681818181818,1.6102091285,1.26621711611,0.923745519677
April,2006,1/4/2006,0.892857142857,0.647058823529,0.636363636364,1.23459900125,0.762440082166,0.979120874024
May,2002,1/5/2002,1.10204081633,0.75,0.771428571429,1.60668117761,1.32024829315,1.12340590008
January,2015,1/1/2015,1.16326530612,0.787878787879,0.837837837838,2.97847337129,2.9311035853,1.60259103572
March,2005,1/3/2005,1.51020408163,0.9,0.904761904762,2.36576301692,1.74355957742,1.6876233473
June,2007,1/6/2007,0.827586206897,0.588235294118,0.636363636364,0.985024610833,0.599884648658,0.71002269781
April,2011,1/4/2011,1.40476190476,0.818181818182,0.864864864865,2.07088115372,1.5658194767,1.29786023822
July,2008,1/7/2008,1.08333333333,0.777777777778,0.620689655172,2.16506350946,1.57134840264,0.997022916883
August,2015,1/8/2015,1.37037037037,0.826086956522,0.837209302326,3.15815403359,1.67207691505,2.65829314496
October,2006,1/10/2006,1.0,0.8,0.631578947368,1.46385010942,1.4,1.13371890677
July,2007,1/7/2007,0.846153846154,0.625,0.666666666667,1.2917581249,0.992156741649,1.15470053838
February,2005,1/2/2005,1.13043478261,0.764705882353,0.742857142857,1.88366774108,1.53505745302,1.3594716861
November,2012,1/11/2012,1.05555555556,0.772727272727,0.7,1.54460430827,1.31189724451,1.06926766216
September,2014,1/9/2014,0.923076923077,0.65625,0.75,1.75972922428,1.36036242873,1.17792189894
December,2000,1/12/2000,0.974358974359,0.782608695652,0.689655172414,1.65618002687,1.53102755319,1.20640384031
May,2012,1/5/2012,1.17073170732,0.645161290323,0.875,2.128808656,0.968816607592,1.99608992783
September,2001,1/9/2001,0.973684210526,0.586206896552,0.666666666667,1.32757876375,0.810161387895,0.977525219908
March,2015,1/3/2015,1.27659574468,0.846153846154,0.72972972973,3.16699822746,1.87477809338,1.8837663344
April,2001,1/4/2001,0.815789473684,0.592592592593,0.652173913043,1.14375335853,0.73329592123,0.914078088766
January,2010,1/1/2010,1.17948717949,0.703703703704,0.794117647059,1.55038117516,1.14874536439,1.02266697945
June,2004,1/6/2004,0.95,0.724137931034,0.68,1.74570902501,1.31034482759,1.00876161703
July,2013,1/7/2013,1.0,0.741935483871,0.714285714286,1.67053813917,1.31903537421,1.16057691495
August,2002,1/8/2002,1.34090909091,0.918918918919,0.757575757576,2.50402568439,1.82146923735,1.57692264621
October,2005,1/10/2005,0.939393939394,0.653846153846,0.636363636364,1.22942198637,1.1073984653,0.828221234468
February,2006,1/2/2006,1.07894736842,0.75,0.689655172414,1.75291605088,1.42991008708,1.11736908593
December,2014,1/12/2014,1.03636363636,0.722222222222,0.756097560976,2.06233439105,1.32520671576,1.84497323406
April,2007,1/4/2007,1.0,0.68,0.619047619048,1.26491106407,0.926066952223,0.722178613719
November,2001,1/11/2001,0.891891891892,0.62962962963,0.64,1.31074115167,1.02372407119,0.932952303175
September,2011,1/9/2011,1.02631578947,0.678571428571,0.714285714286,1.78424157712,1.00191143851,1.55511007551
December,2003,1/12/2003,1.28571428571,0.769230769231,0.916666666667,2.14761376834,1.14268102334,1.76973004847
May,2009,1/5/2009,0.942857142857,0.75,0.625,1.35103890486,1.2665570128,0.80687153046
December,2016,1/12/2016,1.73684210526,1.06,0.958333333333,4.43085796527,2.31006493415,3.75809311871
March,2012,1/3/2012,0.973684210526,0.666666666667,0.62962962963,1.72423655272,1.07496769977,0.986882414405
April,2012,1/4/2012,0.861111111111,0.576923076923,0.666666666667,1.31556447069,0.689095110276,1.06718737291
January,2005,1/1/2005,1.175,0.727272727273,0.793103448276,1.9350387593,1.39854312233,1.21426323184
June,2009,1/6/2009,0.827586206897,0.625,0.636363636364,1.44004227709,0.927024810887,0.931540978724
August,2008,1/8/2008,1.08571428571,0.75,0.739130434783,1.99100015888,1.47901994577,1.25861868053
October,2015,1/10/2015,1.35185185185,0.93023255814,0.916666666667,3.21545692512,2.21407074147,2.8418988175
July,2014,1/7/2014,1.0,0.714285714286,0.714285714286,1.6465452047,1.20881118865,1.03015750728
August,2005,1/8/2005,1.0,0.724137931034,0.708333333333,2.03909164503,1.36195983849,1.81381657164
October,2007,1/10/2007,0.793103448276,0.608695652174,0.6,1.18552506467,0.820346185396,0.711805216802
October,2000,1/10/2000,0.972972972973,0.6,0.807692307692,1.7780415355,0.848528137424,1.79784552193
February,2011,1/2/2011,1.025,0.758620689655,0.703703703704,1.50810311319,1.24997027313,1.01159261361
December,2009,1/12/2009,0.944444444444,0.708333333333,0.653846153846,1.41312192689,1.17186342587,0.917450803221
November,2002,1/11/2002,1.075,0.771428571429,0.666666666667,1.95432213312,1.51347687293,0.986013297183
September,2008,1/9/2008,0.925925925926,0.636363636364,0.785714285714,1.56171619573,0.931540978724,1.20585307258
May,2006,1/5/2006,1.0,0.583333333333,0.772727272727,1.41421356237,0.759202798262,1.37945371868
March,2001,1/3/2001,1.34,0.945945945946,0.864864864865,2.48684539125,1.93049420848,1.86231710021
June,2003,1/6/2003,1.16216216216,0.69696969697,0.769230769231,1.80859081344,1.08669218649,1.04909089977
April,2015,1/4/2015,1.11764705882,0.74358974359,0.756756756757,2.21976026637,1.64422764532,1.40280424566
February,2016,1/2/2016,1.35593220339,0.886363636364,0.891304347826,3.5784795174,2.98645357551,2.07708262034
January,2000,1/1/2000,1.56603773585,0.825,1.13636363636,3.38982625459,2.9907147975,2.16994877496
June,2014,1/6/2014,0.942857142857,0.740740740741,0.65,1.70617127164,1.48055526602,1.01365674664
August,2011,1/8/2011,1.09302325581,0.675675675676,0.846153846154,2.02098241697,0.960125387477,1.91536916892
October,2010,1/10/2010,0.925925925926,0.823529411765,0.647058823529,1.43825835844,1.38204001464,0.762440082166
July,2003,1/7/2003,1.13888888889,0.692307692308,0.793103448276,1.61851745911,0.951485913604,1.24233679549
February,2001,1/2/2001,1.56363636364,0.936170212766,0.976744186047,3.17812772993,2.0874932062,2.46358003908
November,2008,1/11/2008,0.92,0.75,0.647058823529,1.69516960803,1.19895788083,1.02562328083
February,2012,1/2/2012,1.09523809524,0.870967741935,0.678571428571,2.13596776114,1.86204770189,1.44057457358
December,2004,1/12/2004,1.08510638298,0.714285714286,0.722222222222,2.06108613418,1.73322867293,1.07007557135
November,2007,1/11/2007,0.806451612903,0.55,0.583333333333,1.02922942797,0.668954408013,0.759202798262
July,2010,1/7/2010,0.870967741935,0.695652173913,0.733333333333,1.28870866809,1.12035641102,0.99777530314
September,2005,1/9/2005,0.914285714286,0.608695652174,0.75,1.59232854778,0.871736419816,1.53432938663
March,2011,1/3/2011,1.125,0.727272727273,0.769230769231,1.61535599792,1.00823059149,1.12001690604
April,2005,1/4/2005,0.93023255814,0.633333333333,0.75,1.42069993947,0.87496031656,1.12201986231
May,2003,1/5/2003,1.29545454545,0.852941176471,0.823529411765,2.65072499049,1.37482304618,2.59491117648
January,2014,1/1/2014,1.04444444444,0.742857142857,0.75,2.41251879031,2.01909254218,1.47901994577
March,2006,1/3/2006,0.866666666667,0.590909090909,0.684210526316,1.30979218029,0.717260629003,1.12636497679
June,2000,1/6/2000,1.05882352941,0.730769230769,0.739130434783,1.57070940268,1.09395866564,1.03071909488
April,2010,1/4/2010,1.18518518519,0.826086956522,0.764705882353,1.78547715455,1.43412369587,1.11299340755
January,2003,1/1/2003,1.30434782609,0.815789473684,0.783783783784,2.63644659753,1.729850361,1.45444584293
July,2009,1/7/2009,0.84375,0.583333333333,0.684210526316,1.12108694467,0.702179147765,1.02867475188
August,2014,1/8/2014,0.944444444444,0.653846153846,0.739130434783,1.79419502911,1.07210460498,1.32590875495
October,2009,1/10/2009,1.03125,0.714285714286,0.65,1.38031642658,0.9583148475,0.963068014213
July,2004,1/7/2004,0.947368421053,0.78125,0.578947368421,1.62136018955,1.47339690427,0.748035284397
February,2002,1/2/2002,1.02222222222,0.8,0.733333333333,1.79491737834,1.66132477258,1.45907124188
November,2013,1/11/2013,1.04761904762,0.794117647059,0.62962962963,2.5443904776,2.04046436129,1.05928515897
September,2015,1/9/2015,1.47540983607,0.849056603774,0.978260869565,3.43371212107,2.0685992564,3.10321803823
December,2007,1/12/2007,0.925925925926,0.590909090909,0.6,1.08613913323,0.717260629003,0.734846922835
May,2013,1/5/2013,0.975,0.666666666667,0.678571428571,1.76759016743,1.0434983895,1.1666059265
September,2002,1/9/2002,1.2,0.92,0.756097560976,2.18682926225,1.52105226735,1.61970319179
March,2008,1/3/2008,0.967741935484,0.695652173913,0.7,1.53420928395,1.29999272937,0.953939201417
April,2000,1/4/2000,1.06818181818,0.702702702703,0.777777777778,1.77607492769,1.0619936597,1.22726233524
May,2000,1/5/2000,1.09302325581,0.727272727273,0.741935483871,1.85289156159,1.48268240275,1.31903537421
January,2009,1/1/2009,0.975,0.72,0.7,1.66564552051,1.24963994815,1.29486163997
June,2005,1/6/2005,1.15151515152,0.740740740741,0.666666666667,1.70775791559,1.20470044202,1.0886621079
June,2016,1/6/2016,1.1568627451,0.878048780488,0.69696969697,4.06019679335,4.03155312293,1.14110123538
August,2001,1/8/2001,1.22916666667,0.769230769231,0.805555555556,2.29346520333,1.45816073929,1.74514317217
October,2004,1/10/2004,1.125,0.65625,0.827586206897,1.81916876622,1.10706184899,1.57718574152
February,2007,1/2/2007,1.0,0.714285714286,0.6875,1.48106326235,1.12938487863,0.916429893663
December,2013,1/12/2013,0.952380952381,0.78125,0.625,1.74509354303,1.31658590206,1.14791477616
November,2014,1/11/2014,1.02631578947,0.75,0.65625,1.5301675537,1.36167788653,0.8143008888
August,2016,1/8/2016,1.26086956522,0.972222222222,0.766666666667,4.30083299621,4.59762082864,1.66699996667
September,2012,1/9/2012,0.904761904762,0.617647058824,0.772727272727,1.41100308476,0.874969104744,1.37945371868
December,2002,1/12/2002,1.16666666667,0.789473684211,0.722222222222,2.06491861556,1.50713905929,1.30407717715
May,2010,1/5/2010,0.935483870968,0.647058823529,0.75,1.29354436489,0.903664205632,1.01036297108
March,2013,1/3/2013,1.0,0.666666666667,0.818181818182,1.58113883008,1.17206543066,1.40247714732
April,2003,1/4/2003,1.19607843137,0.769230769231,0.794871794872,2.68634607032,1.92768678248,2.32245987164
January,2004,1/1/2004,1.1914893617,0.911764705882,0.757575757576,2.07967159716,1.7883223663,1.18142961755
July,2016,1/7/2016,1.15384615385,0.80487804878,0.710526315789,3.57009273411,3.43027775449,1.43100801309
April,2016,1/4/2016,1.02040816327,0.8,0.666666666667,2.95192635768,3.00166620396,1.15470053838
May,2016,1/5/2016,1.34,0.844444444444,0.878787878788,3.15347427451,2.15978965597,1.68338720149
October,2014,1/10/2014,1.0625,0.75,0.727272727273,2.41010243558,1.76186454266,1.54277843168
July,2015,1/7/2015,1.18421052632,0.758620689655,0.821428571429,2.71308004381,1.75489802069,2.46480325828
August,2004,1/8/2004,0.84375,0.6,0.652173913043,1.32545687878,0.734846922835,1.08782573941
October,2003,1/10/2003,0.80487804878,0.724137931034,0.545454545455,1.61123361609,1.59517703534,0.721568539381
February,2008,1/2/2008,1.05263157895,0.774193548387,0.615384615385,1.87711100001,1.77272666633,1.04059609681
December,2008,1/12/2008,0.896551724138,0.708333333333,0.642857142857,1.72895877748,1.3987841943,1.04246567995
November,2003,1/11/2003,1.14285714286,0.71875,0.862068965517,2.18840481773,1.46275371731,1.54750383947
September,2009,1/9/2009,1.0,0.684210526316,0.727272727273,1.6188544268,1.37850535302,1.09469041625
May,2007,1/5/2007,0.875,0.615384615385,0.6,1.24373429638,0.880424857097,0.969535971483
March,2002,1/3/2002,1.06818181818,0.75,0.69696969697,1.76323214674,1.34629120178,1.05843934525
April,2014,1/4/2014,1.0,0.722222222222,0.652173913043,1.9754591933,1.40655432235,1.27206424681
January,2007,1/1/2007,1.03125,0.740740740741,0.619047619048,1.40277348047,1.07471245397,0.785353452499
October,2016,1/10/2016,1.43859649123,0.86,0.951219512195,4.18442200356,1.89747200243,4.53684761896
June,2015,1/6/2015,1.24,0.837209302326,0.8125,3.42671854695,2.86055965055,1.82752393965
August,2010,1/8/2010,0.914285714286,0.6,0.772727272727,1.4216977491,0.894427191,1.37945371868
October,2013,1/10/2013,1.11904761905,0.757575757576,0.758620689655,2.22755878499,1.68828948814,1.19352195172
July,2000,1/7/2000,1.07317073171,0.727272727273,0.666666666667,1.73050456342,1.18763139044,1.0434983895
August,2007,1/8/2007,0.740740740741,0.588235294118,0.588235294118,0.79780219365,0.691020007322,0.7714633558
November,2009,1/11/2009,0.9375,0.714285714286,0.681818181818,1.24843652221,0.933138949632,1.14361323867
February,2013,1/2/2013,1.025,0.758620689655,0.730769230769,1.76759016743,1.24997027313,1.22655528608
December,2011,1/12/2011,1.18421052632,0.766666666667,0.785714285714,1.81883802059,1.256538455,1.2637004295
November,2004,1/11/2004,0.75,0.576923076923,0.545454545455,0.862006702732,0.566573840871,0.655554777357
September,2006,1/9/2006,0.741935483871,0.684210526316,0.588235294118,0.801922767397,0.798197415163,0.492152956785
April,2004,1/4/2004,1.0487804878,0.787878787879,0.68,1.86038573908,1.53262649896,1.0851727973
May,2004,1/5/2004,1.13513513514,0.764705882353,0.727272727273,1.94744686861,1.21410396709,1.3545149478
January,2013,1/1/2013,1.04081632653,0.764705882353,0.714285714286,2.33831601427,1.81592341652,1.16057691495
March,2007,1/3/2007,0.965517241379,0.666666666667,0.636363636364,1.40154492641,1.08379111207,0.931540978724
June,2001,1/6/2001,1.0,0.757575757576,0.740740740741,2.05480466766,2.08937141527,1.40350335715
April,2009,1/4/2009,1.03571428571,0.636363636364,0.833333333333,1.47556630429,1.14991914915,1.30170827932
January,2002,1/1/2002,1.0,0.805555555556,0.633333333333,1.84842275107,1.80769104484,0.948097510222
June,2012,1/6/2012,0.977272727273,0.6875,0.7,1.60239361246,0.949917759598,1.12989675045
August,2013,1/8/2013,0.9,0.678571428571,0.653846153846,1.35646599663,1.33773720002,0.958456599567
March,2016,1/3/2016,1.2641509434,0.894736842105,0.80487804878,2.87573415333,2.54216519489,1.38316554915
October,2008,1/10/2008,0.9,0.705882352941,0.681818181818,1.42243921956,0.955769224075,1.14361323867
July,2005,1/7/2005,1.15151515152,0.714285714286,0.72,1.82775258788,1.22057196362,1.31209755735
February,2003,1/2/2003,1.44444444444,0.880952380952,0.953488372093,3.78430808132,2.68330269979,2.76147490396
January,2017,1/1/2017,2.17647058824,1.42857142857,1.21428571429,4.5057953199,3.92272291936,3.13608577906
November,2010,1/11/2010,0.9375,0.7,0.615384615385,1.27322179922,1.00498756211,0.737820234356
February,2014,1/2/2014,0.906976744186,0.709677419355,0.653846153846,1.81484772234,1.29996397933,1.1073984653
December,2006,1/12/2006,1.07142857143,0.653846153846,0.764705882353,1.62411671441,1.03560861676,1.21410396709
May,2014,1/5/2014,1.02631578947,0.709677419355,0.739130434783,1.87064360027,1.32454613985,1.3899449881
September,2003,1/9/2003,1.21212121212,0.730769230769,0.724137931034,1.93465329691,1.22655528608,1.36195983849
March,2009,1/3/2009,0.888888888889,0.631578947368,0.705882352941,1.22726233524,0.740591962077,1.17647058824
June,2010,1/6/2010,1.0,0.684210526316,0.736842105263,1.46565621759,1.25876428875,1.06830437527
May,2001,1/5/2001,0.955555555556,0.666666666667,0.72972972973,1.63238823753,1.06718737291,1.28712225944
January,2008,1/1/2008,1.15,0.758620689655,0.827586206897,2.17428149052,2.04526656915,1.34084290312
March,2004,1/3/2004,0.959183673469,0.774193548387,0.71875,1.70184993791,1.31270902899,1.23071054172
June,2006,1/6/2006,0.9,0.652173913043,0.6,1.39880901722,1.00471478333,0.8
July,2011,1/7/2011,1.17948717949,0.892857142857,0.777777777778,1.95948442816,1.56614371066,1.39664501
August,2000,1/8/2000,1.23255813953,0.789473684211,0.741935483871,2.2602449888,1.47180331096,1.29434855792
November,2016,1/11/2016,1.59322033898,0.943396226415,0.916666666667,4.8226817354,2.72247871478,4.18247003044
July,2006,1/7/2006,0.96875,0.652173913043,0.8,1.28657430314,0.865206467049,1.07703296143
February,2004,1/2/2004,0.955555555556,0.774193548387,0.633333333333,2.14947596255,2.13586391706,1.07960898271
December,2012,1/12/2012,1.06976744186,0.84375,0.678571428571,2.08421920953,1.98603523068,1.13557950683
November,2015,1/11/2015,1.40384615385,0.954545454545,0.885714285714,2.89734371308,2.42106799738,1.96790575517
September,2013,1/9/2013,1.14634146341,0.71875,0.75,2.34324119502,1.84109979021,1.14564392374
December,2001,1/12/2001,1.14285714286,0.809523809524,0.75,2.08248281959,1.54670302561,1.54515371404
May,2011,1/5/2011,1.65217391304,0.894736842105,1.10526315789,3.12922682008,2.53179230964,1.88887983631
September,2000,1/9/2000,1.08108108108,0.714285714286,0.769230769231,2.11018608605,1.4356965173,1.44934182165
March,2014,1/3/2014,0.840909090909,0.7,0.666666666667,1.80835412132,1.1874342087,1.17851130198
April,2002,1/4/2002,1.07894736842,0.666666666667,0.741935483871,1.57916665144,0.902670933848,1.07666575924
January,2011,1/1/2011,1.15384615385,0.814814814815,0.741935483871,1.83328850582,1.54049143282,0.982680400757
June,2011,1/6/2011,1.53846153846,0.9375,0.967741935484,2.93385328008,2.46142108344,1.42520787319
July,2012,1/7/2012,0.977777777778,0.633333333333,0.714285714286,1.57040531058,1.0482790129,1.13569182368
August,2003,1/8/2003,1.30769230769,0.870967741935,0.774193548387,2.3767446618,1.69899278481,1.36096923289
October,2002,1/10/2002,1.05405405405,0.7,0.692307692308,1.78501186227,1.32035348802,1.13575562002
February,2009,1/2/2009,1.075,0.724137931034,0.814814814815,1.78027385534,1.36195983849,1.54049143282
December,2015,1/12/2015,1.54098360656,0.872340425532,0.963636363636,3.83073750761,2.77999710146,2.50790485802
November,2000,1/11/2000,1.08108108108,0.785714285714,0.75,1.879884677,1.34581740582,1.19895788083
September,2010,1/9/2010,1.12903225806,0.76,0.761904761905,1.51852932851,0.991160935469,1.1507662832
